,,,,,,,,,,,,,delivery,,,,eval points,,,,,
22dd369d-ce6b-4960-a6ec-50938141abbd,,,,,,"can explain what ""procedures"" are and why they are used",,,,knowledge,core,,,,,,,,,,,
6cc8ab21-e52c-4c5d-bfc8-d6c3266d2815,,,,,,"can explain what ""parameters"" are and why they are used",,,,knowledge,core,,,,,,,,,,,
e3abe961-dc46-4246-873a-e63675e378ab,,,,,,can define a procedure,,,,skille,core,,,,,,,,,,,
f4c7d861-dc69-4fd8-a6d6-e8da51b852a3,,,,,,can explain the concept of a return value,,,,knowledge,core,,1,1,0,,1,0,,0,1,
8f8d82f3-dc7a-4ea6-9e6f-cdeacac48c90,,,,,,can explain difference between pass-by-value vs pass-by-reference,,,,knowledge,ideal,,1,0,0,,0,0,,0,0,
aa4bbae4-6826-4877-9bbc-af2608409d66,,,,,,args / arguments,,,,,,,0,0,0,,0,0,,0,0,
fa9f4aa7-86d7-4a1e-a5ab-d39d713080a2,,,,,,TODO,,,,,,,0,0,0,,0,0,,0,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
b14b391d-fd7f-457e-9aa7-d1a4a2169133,,,,,,recursion,,,,,,,0,0,0,,0,0,,0,0,
50631935-4323-4196-92c9-1b094218f5cf,,,,,,"can explain ""call stack""",,,,knowledge,core,,,,,,,,,,,
7e67676e-1cf9-465d-87f8-087bdc9310d6,,,,,,"can explain ""recursion"" and why it is used",,,,knowledge,core,,1,1,0,,1,0,,0,1,
c5976109-764e-4fc7-9926-c9e1ada3ae94,,,,,,can explain potential issues w/ recursion (recursion limit -> stack overflow),,,,knowledge,extra,,0,0,0,,0,0,,0,0,
b43deed6-ed61-4f0b-95a0-3e3ed4697de0,,,,,,can use recursion to solve a problem (ex. fibonacci),,,,skill,core,,0,0,1,,0,1,,1,0,
929bc1b4-d67e-42b2-8eeb-5a58adf9bd13,,,,,,uses recursion to solve problems,,,,habit,ideal,,0,0,0,,0,1,,1,0,
4f32a499-f878-42c8-be25-f60ae4dab7ee,,,,,,can convert a recursive function to an iterative one,,,,skill,extra,,0,0,0,,0,0,,0,0,
05e919a5-951a-41b8-a655-ae24a3e18a7c,,,,,,can convert a recursive function to allow for tail call optimisation,,,,skill,extra,,0,0,0,,0,0,,0,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
f0176058-a6a6-4453-87c2-ec4efa378b57,,,,,,scope,,,,,,,0,0,0,,0,0,,0,0,
f45933eb-126d-4582-8fcb-1e1e2c719fcc,,,,,,"can explain what is meant by ""scope""",,,,knowledge,core,,1,1,0,,1,0,,0,1,
8a5f1dbe-f745-427a-9fed-a19b12d6920d,,,,,,can explain how scope works in their language,,,,knowledge,core,,1,1,0,,1,0,,0,1,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
ef591cee-407e-470c-a2b2-d54b4e77a226,,,,,,generators,,,,,,,0,0,0,,0,0,,0,0,
78102477-8562-472a-b7f9-f59b75f14ad2,,,,,,can explain generators and why they are used,,,,knowledge,extra,,0,0,0,,0,0,,0,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
0bff7f0c-6a36-4a58-9a9d-0a8a5772c0af,C,,,,object-oriented programming (OOP),,,,,,,,0,0,0,,0,0,,0,0,
8db8b2ae-a4d3-49c4-9e38-3a9f04954d74,,,,,TODO,,,,,,,,0,0,0,,0,0,,0,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
592d3026-2c7b-4c62-8298-f51515595283,S,,,,,class-based programming,,,,,,,0,0,0,,0,0,,0,0,
a2689917-a1a2-44e0-930a-c975138bd219,,,,,,can explain the difference between the class of an object and instances of that object,,,,knowledge,core,,1,1,0,,1,0,,0,1,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
4e2941fb-a6d0-42dd-9f10-f29a5049170a,,,,,,,classes,,,,,,0,0,0,,0,0,,0,0,
4f06537d-63fd-44f9-b265-0648c8835e90,,,,,,,can create a class,,,skill,core,,0,0,1,,0,1,,1,0,
583cb3bd-621e-4cd6-9bfe-10894aa932d7,,,,,,,can define instance/member variables,,,skill,core,,0,0,1,,0,1,,1,0,
45cd7d35-17d0-4752-82f9-f0f7d3523eb4,,,,,,,can define getter methods,,,skill,core,,0,0,1,,0,1,,1,0,
19c402da-bc79-4ed2-b286-dd86a3018c6d,,,,,,,can define setter methods,,,skill,core,,0,0,1,,0,1,,1,0,
d1bc7ba6-a71c-4cc2-839d-d9510356f316,,,,,,,can define custom methods,,,skill,core,,0,0,1,,0,1,,1,0,
7f41f8a1-8c71-4c2e-8a7d-fbc6c19586d2,,,,,,,can define class/static variables,,,skill,core,,0,0,1,,0,1,,1,0,
8ef28a03-da58-4a51-8cfe-319e6582ba15,,,,,,,public / private,,,,,,0,0,0,,0,0,,0,0,
d883018e-b796-4e4d-9dba-71c4247f42d2,,,,,,,can describe the inheritance / class tree of commonly used classes in their language,,,knowledge,core,,1,1,0,,1,0,,0,1,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
6ca01d51-ba3c-42c9-8563-18c90b285aad,,,,,,,objects,,,,,,0,0,0,,0,0,,0,0,
90c8a8f5-0863-4b2a-a6fe-86208670f99e,,,,,,,can create an instance of a class,,,skill,core,,0,0,1,,0,1,,1,0,
2983bc38-c450-42a5-b557-1f1a52ff654c,,,,,,,can check class of an instance (instanceOf),,,skill,core,,0,0,1,,0,1,,1,0,
1b9bc792-9543-49ff-a927-b17bac839173,,,,,,,can use methods of an instance,,,skill,core,,0,0,1,,0,1,,1,0,
25e1b892-acd0-4fcf-9483-fb5fd4e84f28,,,,,,,can access properties of an instance,,,skill,core,,,,,,,,,,,
d90a4d5e-5b0d-4b40-8615-5103dd5fcd22,,,,,,,"can explain the difference between a ""property"" and a ""method""",,,knowledge,core,,,,,,,,,,,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
3f221832-bb70-47cc-a89f-a82772d468a5,,,,,,,inheritance,,,,,,0,0,0,,0,0,,0,0,
3b91e3fa-07a5-4947-9732-5c3922864284,,,,,,,super,,,,,,0,0,0,,0,0,,0,0,
ac46f16b-6b47-4c2d-b2dd-ce3849498a6a,,,,,,,method overriding,,,,,,0,0,0,,0,0,,0,0,
b27878eb-0946-41b2-9964-7856d97165f5,,,,,,,"mixins, multiple-inheritance, composition",,,,,,0,0,0,,0,0,,0,0,
905acade-3b25-46aa-b7c5-e42320880c4d,,,,,,,makes use of super and method inheritance appropriately,,,habit,core,,0,0,0,,0,1,,1,0,
3a2ca5b1-8cef-4534-86af-99e0d2e28915,,,,,,,TODO,,,,,,0,0,0,,0,0,,0,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
ffb5c410-5592-48d1-9d5a-d218165ff434,,,,,,,polymorphism,,,,,,0,0,0,,0,0,,0,0,
e11e21df-c73f-4db9-a24e-95dfffb35f8d,,,,,,,TODO,,,,,,0,0,0,,0,0,,0,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
bcf7412a-8cd0-438c-8e0a-b110b0ea570d,,,,,,,metaprogramming / monkey-patching / reflection / introspection,,,,,,0,0,0,,0,0,,0,0,
0b4c3de1-b10a-4c6e-b4f5-02fcad3f3b3b,,,,,,,TODO,,,,,,0,0,0,,0,0,,0,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
e67d1168-66b0-41d8-9c95-2136a7536325,,,,,,prototype-based programming,,,,,,,0,0,0,,0,0,,0,0,
87fd5e35-f174-4abc-a462-2e32217114dc,,,,,,TODO,,,,,,,0,0,0,,0,0,,0,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
31f80abd-f6d3-489d-a458-96f116418654,S,,,,,patterns and principles,,,,,,,0,0,0,,0,0,,0,0,
7f32ad7a-a5b0-4885-9462-71152d0863dc,,,,,,TODO,,,,,,,0,0,0,,0,0,,0,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
28fe3b0a-4ca2-4b7c-8b6d-d1fdd982b2fe,,,,,,,patterns,,,,,,0,0,0,,0,0,,0,0,
65519ad5-c642-469d-94b2-f10ec88ad7eb,,,,,,,can describe common OOP patterns,,,knowledge,ideal,,1,0,0,,0,0,,0,0,
8ddff817-f1a9-4f9f-a466-c8c37768a101,,,,,,,can identify common OOP patterns in code,,,skill,ideal,,0,0,0,,0,1,,1,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
3e1c1323-6923-4370-89dc-8026d2d0bcf2,,,,,,,,factory pattern,,,,,0,0,0,,0,0,,0,0,
3900f35c-19a2-4785-ba5e-f3ebe96bcd1d,,,,,,,,TODO,,,,,0,0,0,,0,0,,0,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
90f9aa55-2a8d-4890-85f6-c950c417d2e4,,,,,,,,strategy pattern,,,,,0,0,0,,0,0,,0,0,
cf541c58-4c97-4971-83e0-3453626ff4ff,,,,,,,,TODO,,,,,0,0,0,,0,0,,0,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
7e05eec3-edec-42a0-a7cd-bd4df8bb5c49,,,,,,,,decorator pattern,,,,,0,0,0,,0,0,,0,0,
5255d65b-61df-4b79-9ef1-e71e3d509844,,,,,,,,TODO,,,,,0,0,0,,0,0,,0,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
45d7879a-5ea8-440a-ab24-60fc87d413ff,,,,,,,,visitor pattern,,,,,0,0,0,,0,0,,0,0,
de31bfda-f37c-4205-b03c-f2e0389e678b,,,,,,,,TODO,,,,,0,0,0,,0,0,,0,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
d2257176-c6cb-4d33-900a-d8af0a9b9130,,,,,,,abstraction,,,,,,0,0,0,,0,0,,0,0,
241b18cd-f8e4-4f4b-8964-0a09c3597494,,,,,,,TODO,,,,,,0,0,0,,0,0,,0,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
35261f08-eb60-4901-995c-08152b11ca37,,,,,,,encapsulation,,,,,,0,0,0,,0,0,,0,0,
14f82602-84b5-44da-b751-4a7e7c0baf60,,,,,,,can explain the concept of encapsulation and its benefits,,,knowledge,core,,1,1,0,,1,0,,0,1,
415ea566-dd6e-4b8e-aba6-0e4e5a040723,,,,,,,organizes code using the concept of encapsulation,,,habit,core,,0,0,0,,0,1,,1,0,
c1446a72-3d44-4a9f-8bf0-03afa000e5d6,,,,,,,TODO,,,,,,0,0,0,,0,0,,0,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
c439b87a-83cd-4a29-9e53-1e057a707b37,,,,,,,seperation of concerns,,,,,,0,0,0,,0,0,,0,0,
163f8f68-ca9f-4a65-a9ff-13107eb24825,,,,,,,TODO,,,,,,0,0,0,,0,0,,0,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
6796f34c-9260-44a7-91a1-0eb69ca3d02b,,,,,,,SOLID design principles,,,,,,0,0,0,,0,0,,0,0,
a4d8fed4-2eab-4d0c-a675-2efd370a7115,,,,,,,single responsibility principle,,,,,,0,0,0,,0,0,,0,0,
cd6c0222-101d-4258-9a5d-f8b6f22fff39,,,,,,,"open/closed principle (open for used, closed for modification) ",,,,,,0,0,0,,0,0,,0,0,
93ec842c-b26e-4127-975c-2edda4273803,,,,,,,liskov substitution principle,,,,,,0,0,0,,0,0,,0,0,
7c9ab99f-7e20-48dc-8a0d-fe271604643e,,,,,,,interface segregation principle,,,,,,0,0,0,,0,0,,0,0,
bfe2563a-172e-4fe7-9da9-eeab6f544c5f,,,,,,,dependency inversion principle,,,,,,0,0,0,,0,0,,0,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
ac23a399-d2a4-4a6c-83d9-f211d7ab9ef8,C,,,,functional programming,,,,,,,,0,0,0,,0,0,,0,0,
c1fa25c5-1641-4586-988a-517a910f3ec8,,,,,"can list and explain the core characteristics of functional programming (immutability/avoid state, first-class functions, pure functions, referential transparency)",,,,,knowledge,ideal,,1,0,0,,0,0,,0,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
4056bea7-beb1-4512-a91d-e536287c2e76,,,,,,first-class functions / lambdas / anonymous functions,,,,,,,0,0,0,,0,0,,0,0,
4bbba5ea-f3f2-44d4-98f2-0b4fdd27a054,,,,,,"can explain what is meant by 'first-class functions', their difference from procedures (and methods), and their implications",,,,knowledge,core,,1,1,0,,1,0,,0,1,
8d2d3fc7-b435-4ee7-8e12-b577d4da0745,,,,,,TODO,,,,,,,0,0,0,,0,0,,0,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
a6069e56-44be-4f6f-85df-92b8655bc4fe,,,,,,pure functions,,,,,,,0,0,0,,0,0,,0,0,
d47ad1d7-9a6d-4b3d-9652-0039391609f9,,,,,,"can explain the concept of a ""side effect"" and give an example",,,,knowledge,core,,1,1,0,,1,0,,0,1,
904a6c38-a3eb-414f-b783-3757a8ed107b,,,,,,"can explain what a ""pure function"" is",,,,knowledge,core,,1,1,0,,1,0,,0,1,
d790511a-4edf-42bd-a2e1-e5c9f0f5c1f6,,,,,,TODO,,,,,,,0,0,0,,0,0,,0,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
5cd10bdf-f569-4408-8a0f-6481433218d7,,,,,,closures,,,,,,,0,0,0,,0,0,,0,0,
9cf24233-168a-49ad-80d6-9a5112446774,,,,,,"can explain what a ""closure"" is",,,,knowledge,core,,1,1,0,,1,0,,0,1,
876e785e-391e-481e-9006-06fdd33a6261,,,,,,can give an example of what a closure could be used for,,,,knowledge,core,,1,1,0,,1,0,,0,1,
23eba21f-1118-481e-91aa-7bb9713d9298,,,,,,can identify a closure in a piece of code,,,,skill,core,,0,0,1,,0,1,,1,0,
2605b6dc-392d-4d53-a2be-0df27359f79e,,,,,,can write code that makes use of a closure,,,,skill,core,,0,0,1,,0,1,,1,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
24c4460a-c315-4449-8d75-dc6fdd889ec5,,,,,,higher-order functions and callbacks,,,,,,,0,0,0,,0,0,,0,0,
b63fd868-0b66-4481-bfa4-447cc60eb39a,,,,,,can explain what is meant by a 'higher-order function' and give examples of when they could be used,,,,knowledge,core,,1,1,0,,1,0,,0,1,
1503375d-8b08-472f-90f2-5f23c917dfb2,,,,,,can explain what is meant by a 'callback function',,,,knowledge,core,,1,1,0,,1,0,,0,1,
a164a6e1-ea57-44df-948f-4df599f550d7,,,,,,can explain the difference between synchronous and asynchronous functions and the implications,,,,knowledge,core,,1,1,0,,1,0,,0,1,
86e1a141-d970-452a-8486-2919b586d640,,,,,,can use higher-order functions (ie. functions that expect callbacks),,,,skill,core,,0,0,1,,0,1,,1,0,
b943190a-c82b-4c43-b7a5-96588837ac66,,,,,,can create functions create higher-order-functions (ie. functions that expect callbacks),,,,skill,core,,0,0,1,,0,1,,1,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
53edbdc3-3f2e-415a-ba11-325f529a2a9b,,,,,,partial application,,,,,,,0,0,0,,0,0,,0,0,
bb17018d-2c2e-4242-b27a-237622ec142c,,,,,,TODO,,,,,,,0,0,0,,0,0,,0,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
fabd7e56-26f7-4847-b441-8177aa26ca3b,,,,,,currying,,,,,,,0,0,0,,0,0,,0,0,
a3ea1008-f193-44d8-90cc-e350a61c9245,,,,,,TODO,,,,,,,0,0,0,,0,0,,0,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
7bda2d61-bd48-4307-b130-87ecbae04e88,,,,,,promises,,,,,,,0,0,0,,0,0,,0,0,
d2bf7e90-2938-4c22-83fd-e1d199fbce7a,,,,,,TODO,,,,,,,0,0,0,,0,0,,0,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
f8b37762-4d82-4da9-b6cd-a964c7234857,,,,,,state-passing style,,,,,,,0,0,0,,0,0,,0,0,
d6e8967d-a8b2-43eb-8717-71bd8957e3d8,,,,,,TODO,,,,,,,0,0,0,,0,0,,0,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
b58c4183-a139-4c83-add9-d294cd6dbbe4,S,,,control flow,,,,,,,,,0,0,0,,0,0,,0,0,
9e688025-db18-4620-a98a-23a3f306bc11,,,,explain the processes by which the code they write is interpreted in sequences of steps by the computer,,,,,,knowledge,core,,1,1,0,,1,0,,0,1,
5f31f50b-dd18-4628-8735-de95de8faddd,,,,can follow the execution path of a program by reading the source,,,,,,skill,core,,0,0,1,,0,1,,1,0,
710c975e-0451-4553-b6c2-94e3880dd9e6,,,,"synchronous flow, asynchronous flow",,,,,,,,,0,0,0,,0,0,,0,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
e133e963-ba8c-4c4e-92e0-4f390506992e,S,,,problem solving,,,,,,,,,0,0,0,,0,0,,0,0,
85afb2f8-283b-48e4-bef7-99756ddfe6a6,,,,"can solve basic problems without referring to external sources (ex. calculate average, count occurences)",,,,,,skill,core,,0,0,1,,0,1,,1,0,
b3152a72-3495-47f3-9576-a4e68f03b005,,,,"can implement a basic sorting algorithm (bubble sort, merge sort)",,,,,,skill,core,,0,0,1,,0,1,,1,0,
5186c543-519e-4d43-bd63-777c4bc4bd89,,,,can implement fizzbuzz,,,,,,skill,core,,,,,,,,,,,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
abb8d9a1-d2ce-4fb3-b48f-f15c7b211506,S,,,debugging,,,,,,,,,0,0,0,,0,0,,0,0,
495a4354-369b-4ba7-b29b-de3af7bcc1bb,,,,"can explain difference between different kinds of errors: syntax, compile-time, run-time, math, hang, crash",,,,,,knowledge,core,,1,1,0,,1,0,,0,1,
8f5089e6-c6f9-4408-a573-14280f151393,,,,uses errors to narrow down source of problem,,,,,,skill,core,,0,0,1,,0,1,,1,0,
f8e77045-1ee6-44ca-a417-cddcd3d93761,,,,can read and understand a strack trace and use it to narrow down the source of a problem,,,,,,skill,core,,0,0,1,,0,1,,1,0,
b5b3d227-56c8-4c7f-9c3e-9fab65ec271e,,,,can do println-debug information to narrow down source of problem,,,,,,skill,core,,0,0,1,,0,1,,1,0,
c2678984-9f15-47f9-bf5b-70071f680039,,,,"can use a debugger to narrow down source of problem (breakpoint, stepping, watch expressions)",,,,,,skill,core,,0,0,1,,0,1,,1,0,
5c847134-183d-4dad-9270-b4f34ef86910,,,,can explain the difference and tradeoffs/advantages of println and debugger debugging,,,,,,knowledge,ideal,,1,0,0,,0,0,,0,0,
d3cec3c3-74e7-4c06-a4b2-e50c107e0308,,,,uses println or debugger to narrow down problems,,,,,,habit,core,,0,0,0,,0,1,,1,0,
449d54d5-0084-4682-b4f7-5deafb070b19,,,,reproduces problem before attempting to fix it,,,,,,habit,core,,0,0,0,,0,1,,1,0,
06f18181-de29-4fe4-affd-fbd5fb16bf89,,,,identifies source of problem before making changes,,,,,,habit,core,,0,0,0,,0,1,,1,0,
8360dac9-d2c2-4f13-a77b-3e39d93632ac,,,,verifies that problem is fixed before making other changes,,,,,,habit,core,,0,0,0,,0,1,,1,0,
0cd2c691-e58c-4bab-8d00-bfaa79e38a22,,,,divide and conquer technique,,,,,,,,,0,0,0,,0,0,,0,0,
c406c18b-40e7-475c-bbae-363a0cbfe92b,,,,trace through technique,,,,,,,,,0,0,0,,0,0,,0,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
96ef5231-1758-4245-ad84-49487edcaf36,S,,,regular expressions,,,,,,,,,0,0,0,,0,0,,0,0,
21b83147-7726-4fc9-8248-ee5675c473e9,,,,anchors $ ^ \b,,,,,,,,,0,0,0,,0,0,,0,0,
df578aee-6264-4d2a-9325-f8d6b783efc8,,,,character classes [abc],,,,,,,,,0,0,0,,0,0,,0,0,
a0ed6255-4786-41a9-b94a-955809b2da6d,,,,shorthand character classes \d \w \s,,,,,,,,,0,0,0,,0,0,,0,0,
40a236bc-28b7-4051-9b79-b78533c53645,,,,dot .,,,,,,,,,0,0,0,,0,0,,0,0,
74c6edc3-8b58-4616-bf86-df202d390a75,,,,alternation |,,,,,,,,,0,0,0,,0,0,,0,0,
da404b7e-8a58-4745-ab32-6336ea8c663c,,,,repetition + * {2},,,,,,,,,0,0,0,,0,0,,0,0,
644e29fc-5351-4db0-9351-2757200b43bf,,,,greedy and lazy repetition,,,,,,,,,0,0,0,,0,0,,0,0,
9f8e1f66-107d-43b1-b83e-08d9ed65f6f5,,,,capture groups,,,,,,,,,0,0,0,,0,0,,0,0,
af636ce5-c877-4f40-8aa4-6aa68c2059e7,,,,negative lookaheads,,,,,,,,,0,0,0,,0,0,,0,0,
d59f3bc4-35d3-4f66-8096-ae1b9fcada6b,,,,can test a string if it contains a match,,,,,,skill,core,,0,0,1,,0,1,,1,0,
f084a435-d076-4a9f-81f1-7eceb7091477,,,,can test a string if it exactly matches,,,,,,skill,core,,0,0,1,,0,1,,1,0,
aa11f926-68d5-443c-9914-37e089749f4c,,,,can test a string to find any contained matches,,,,,,skill,core,,0,0,1,,0,1,,1,0,
d2a14055-4fec-4f6a-83eb-d8a9593d4314,,,,can replace single and multiple matches in a string,,,,,,skill,core,,0,0,1,,0,1,,1,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
2edb13fd-b65f-44dc-9890-88ea751ca766,S,,,architectural patterns,,,,,,,,,0,0,0,,0,0,,0,0,
63f1ad13-1267-49aa-bb32-d7b29a7d64e2,,,,"can explain what is meant by architecture, patterns in programming",,,,,,knowledge,ideal,,1,0,0,,0,0,,0,0,
f8386494-39c8-4a19-89e3-892d7635e19d,,,,TODO,,,,,,,,,0,0,0,,0,0,,0,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
96b32a9f-d87b-4dc7-a07d-d5cc04b3e353,,,,,MVC,,,,,,,,0,0,0,,0,0,,0,0,
5191545d-8d69-4996-ae6a-97b357d865ee,,,,,TODO,,,,,,,,0,0,0,,0,0,,0,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
6e60af87-abe4-4cdb-a3e3-0d49407b9190,,,,,event-driven architecture (EDA),,,,,,,,0,0,0,,0,0,,0,0,
a2d16156-387c-4fd5-81f7-a60025dfc573,,,,,TODO,,,,,,,,0,0,0,,0,0,,0,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
9cd17762-df16-4e98-95bd-5fb7cc3a7820,,,,,service-oriented architecture (SOA),,,,,,,,0,0,0,,0,0,,0,0,
53118ce1-6b5a-41c6-9869-38e0e9fd17c5,,,,,TODO,,,,,,,,0,0,0,,0,0,,0,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
9be95e6c-7ecb-4305-83cb-fb5ea2a32fdd,S,,,algorithms and data structures,,,,,,,,,0,0,0,,0,0,,0,0,
bf7d2d97-6b62-472b-9661-d22f5f38fdc7,,,,TODO,,,,,,,,,0,0,0,,0,0,,0,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
337b4b24-5e1f-4b8d-9e4a-2fcfcf0a97bd,,,,,sort,,,,,,,,0,0,0,,0,0,,0,0,
b9817e71-58b5-4062-ba45-786e1a632404,,,,,"can list, explain, differences/tradeoffs of different sorting algorithms (bubble sort, quick sort, insertion sort, heapsort, mergesort)",,,,,knowledge,extra,,0,0,0,,0,0,,0,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
5acfb0ca-51b5-4597-918c-ee99b687b137,,,,,design,,,,,,,,0,0,0,,0,0,,0,0,
a5c3804a-8e9e-4cc8-a18e-6f4fdcffa727,,,,,divide and conquer,,,,,,extra,,0,0,0,,0,0,,0,0,
f32b1826-64cf-40b0-83a1-53c54e649c37,,,,,dynamic programming,,,,,,extra,,0,0,0,,0,0,,0,0,
c6e12d9f-5591-43a7-92e3-83843223c49a,,,,,greedy algorithms,,,,,,extra,,0,0,0,,0,0,,0,0,
de4b61ee-6edd-4b0d-898f-5c039c77606d,,,,,linear programming,,,,,,extra,,0,0,0,,0,0,,0,0,
53abba99-065e-4cfa-8cdd-1158dc399000,,,,,memoization,,,,,,extra,,0,0,0,,0,0,,0,0,
3effb46f-9786-45c5-8f67-a7a459b8defc,,,,,caching,,,,,,extra,,0,0,0,,0,0,,0,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
fccf0a8c-313b-4e8b-8ffc-8b61674b0e01,,,,,time/space complexity,,,,,,,,0,0,0,,0,0,,0,0,
78a12b25-b487-4a5d-9a7b-286e2494d89b,,,,,can explain time/space complexity,,,,,knowledge,extra,,0,0,0,,0,0,,0,0,
c6403136-3435-4c63-9a00-419450623290,,,,,can explain importance of considering time/space complexity,,,,,knowledge,extra,,0,0,0,,0,0,,0,0,
23bf8575-9dcc-4805-b60a-6ea129a98f11,,,,,can identify approximate time and space complexity of an algorithm (incl. Big O),,,,,skill,extra,,0,0,0,,0,0,,0,0,
6e7091be-c3d4-4c73-8815-f320bea6f4af,,,,,can optimize an inefficient algorithm,,,,,skill,extra,,0,0,0,,0,0,,0,0,
7bd55cd6-0a01-4e8d-b7ad-844ed77aec97,,,,,considers time/space complexity when solving problems,,,,,habit,extra,,0,0,0,,0,0,,0,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
63ca09a6-dc57-4844-8ce3-c32a636e21e7,,,,,data structures,,,,,,,,0,0,0,,0,0,,0,0,
3aa43b3c-6075-456d-803d-3b8e0458744c,,,,,hash tables,,,,,,extra,,0,0,0,,0,0,,0,0,
784f553f-c395-4df8-9bde-b5a3d845cae2,,,,,linked lists,,,,,,extra,,0,0,0,,0,0,,0,0,
27a29986-1719-47c2-b47f-89554cb72bf8,,,,,sets,,,,,,extra,,0,0,0,,0,0,,0,0,
c9231096-1421-4f63-9515-7c4d45f58e8b,,,,,"trees (BST, RBT)",,,,,,extra,,0,0,0,,0,0,,0,0,
f6a9a072-47c3-49f5-98b8-acaf18ca4abf,,,,,heaps,,,,,,extra,,0,0,0,,0,0,,0,0,
f802563e-44c9-4773-ac96-045fc9c9f704,,,,,graphs,,,,,,extra,,0,0,0,,0,0,,0,0,
40b49934-a0ff-4337-a2f7-21ce9b2a02ac,,,,,breadth-first search,,,,,,extra,,0,0,0,,0,0,,0,0,
c3c67a06-b018-4a42-ac53-ef0b492e6ea2,,,,,depth-first search,,,,,,extra,,0,0,0,,0,0,,0,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
d704fccd-5de9-4d55-ad6f-f5958b60e546,,,,,P / NP,,,,,,,,0,0,0,,0,0,,0,0,
494fdfb8-91cd-4cd2-8382-ae59fb9c1109,,,,,"can explain classes P, NP, NPC",,,,,knowledge,extra,,0,0,0,,0,0,,0,0,
3663629c-3353-4ea1-8fcd-a386de481382,,,,,can give examples of problems in each class,,,,,knowledge,extra,,0,0,0,,0,0,,0,0,
b203e6e2-e0bc-4f1c-a1b5-f801e796cfad,,,,,can explain difference between solvability vs. verifiability,,,,,knowledge,extra,,0,0,0,,0,0,,0,0,
349139aa-4c69-4321-8d1d-87a3198a8d09,,,,,can explain reducability,,,,,knowledge,extra,,0,0,0,,0,0,,0,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
7a44f1d0-f863-4697-9519-9ee7ec7dd78f,C,,DATA PERSISTANCE,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
2957d6f2-d725-4b76-819c-efe7d6f3f28d,S,,,data formats and serialization,,,,,,,,,0,0,0,,0,0,,0,0,
93c18d77-4fd4-441b-9024-90d4595370b4,,,,can explain what is meant by serialization and deseralization and why it is used,,,,,,knowledge,core,,1,1,0,,1,0,,0,1,
6dadd732-e72d-4653-9833-a1f6ff82801a,,,,can explain the difference between binary and text formats,,,,,,knowledge,core,,1,1,0,,1,0,,0,1,
